"","feature","metadata","value","qvalue"
"F32539","F32539","diagnosis","UC",0.0666152125541647
"F8429","F8429","diagnosis","UC",0.0666438488399787
"F31974","F31974","diagnosis","UC",0.0666456554711669
"F51457","F51457","diagnosis","UC",0.0666508027931141
"F31452","F31452","diagnosis","UC",0.0666744442607946
"F41236","F41236","diagnosis","UC",0.0666744442607946
"F12856","F12856","diagnosis","UC",0.0666772396961609
"F52695","F52695","diagnosis","UC",0.0666772396961609
"F9102","F9102","diagnosis","UC",0.0666830359855642
"F29710","F29710","diagnosis","UC",0.0666830359855642
"F24605","F24605","diagnosis","UC",0.0667384594162705
"F12163","F12163","diagnosis","UC",0.0667386353533575
"F16987","F16987","diagnosis","UC",0.0667399066426135
"F23609","F23609","diagnosis","UC",0.0667399066426135
"F57052","F57052","diagnosis","UC",0.0667399066426135
"F9014","F9014","diagnosis","UC",0.0667585885998353
"F1801","F1801","diagnosis","UC",0.0667585885998353
"F56332","F56332","diagnosis","UC",0.0667585885998353
"F28314","F28314","diagnosis","UC",0.0667585885998353
"F5925","F5925","diagnosis","UC",0.0667585885998353
"F26956","F26956","diagnosis","UC",0.0667585885998353
"F36446","F36446","diagnosis","UC",0.0667596944052549
"F14796","F14796","diagnosis","UC",0.0667606064864813
"F49935","F49935","diagnosis","UC",0.0667780512081806
"F7797","F7797","diagnosis","UC",0.0667818611178221
"F9779","F9779","diagnosis","UC",0.0667818611178221
"F53329","F53329","diagnosis","UC",0.066792197767961
"F17842","F17842","diagnosis","UC",0.0668249708653371
"F9687","F9687","diagnosis","UC",0.066843251915894
"F12827","F12827","diagnosis","UC",0.066843251915894
"F50890","F50890","diagnosis","UC",0.066843251915894
"F9356","F9356","diagnosis","UC",0.0668567002663293
"F7017","F7017","diagnosis","UC",0.0669004988648857
"F9176","F9176","diagnosis","UC",0.0669004988648857
"F29758","F29758","diagnosis","UC",0.0669004988648857
"F20668","F20668","diagnosis","UC",0.0669571173625085
"F12448","F12448","diagnosis","UC",0.0669586496232785
"F10927","F10927","diagnosis","UC",0.0669782470340508
"F53100","F53100","diagnosis","UC",0.0669782470340508
"F16149","F16149","diagnosis","UC",0.066986899253987
"F53474","F53474","diagnosis","UC",0.066986899253987
"F3649","F3649","diagnosis","UC",0.0670079929414369
"F6502","F6502","diagnosis","UC",0.0670079929414369
"F27211","F27211","diagnosis","UC",0.0670155196225741
"F38932","F38932","diagnosis","UC",0.0670195673971987
"F28057","F28057","diagnosis","UC",0.0670312803422676
"F57332","F57332","diagnosis","UC",0.0670867130090184
"F9236","F9236","diagnosis","UC",0.0671012631158799
"F43953","F43953","diagnosis","UC",0.0671012631158799
"F60273","F60273","diagnosis","UC",0.0671558619477152
"F860","F860","diagnosis","UC",0.067160309129885
"F11279","F11279","diagnosis","UC",0.067160309129885
"F15782","F15782","diagnosis","UC",0.067160309129885
"F46088","F46088","diagnosis","UC",0.067160309129885
"F11896","F11896","diagnosis","UC",0.067160309129885
"F42625","F42625","diagnosis","UC",0.067160309129885
"F33692","F33692","diagnosis","UC",0.067160309129885
"F12203","F12203","diagnosis","UC",0.067160309129885
"F11660","F11660","diagnosis","UC",0.0671648634528661
"F27735","F27735","diagnosis","UC",0.0671790540369663
"F30114","F30114","diagnosis","UC",0.0671935672469451
"F8283","F8283","diagnosis","UC",0.0672024698950502
"F19063","F19063","diagnosis","UC",0.0672024698950502
"F13577","F13577","diagnosis","UC",0.067268682308766
"F11489","F11489","diagnosis","UC",0.067268682308766
"F25603","F25603","diagnosis","UC",0.0672687397189709
"F45659","F45659","diagnosis","UC",0.0672687397189709
"F31804","F31804","diagnosis","UC",0.067312770456306
"F54928","F54928","diagnosis","UC",0.067312770456306
"F28024","F28024","diagnosis","UC",0.0673495508963601
"F27615","F27615","diagnosis","UC",0.0673833360979458
"F31476","F31476","diagnosis","UC",0.0673885698898345
"F10458","F10458","diagnosis","UC",0.067451978806336
"F29563","F29563","diagnosis","UC",0.067451978806336
"F10036","F10036","diagnosis","UC",0.0674709699959503
"F19973","F19973","diagnosis","UC",0.0674768277604263
"F51996","F51996","diagnosis","UC",0.0675354362788968
"F21269","F21269","diagnosis","UC",0.0675621760100055
"F52921","F52921","diagnosis","UC",0.0675621760100055
"F6669","F6669","diagnosis","UC",0.067564426857803
"F29205","F29205","diagnosis","UC",0.0675894946206071
"F55427","F55427","diagnosis","UC",0.0676489260993651
"F2729","F2729","diagnosis","UC",0.0676748946654791
"F8969","F8969","diagnosis","UC",0.0676799934065114
"F51677","F51677","diagnosis","UC",0.0676821654756006
"F33307","F33307","diagnosis","UC",0.0676821654756006
"F42200","F42200","diagnosis","UC",0.0677250010380243
"F58779","F58779","diagnosis","UC",0.0677250010380243
"F24179","F24179","diagnosis","UC",0.0677340149733723
"F33241","F33241","diagnosis","UC",0.0677340149733723
"F5767","F5767","diagnosis","UC",0.0677341295278336
"F3373","F3373","diagnosis","UC",0.0677415696330607
"F38684","F38684","diagnosis","UC",0.0677415696330607
"F12804","F12804","diagnosis","UC",0.0677415696330607
"F2594","F2594","diagnosis","UC",0.0677415696330607
"F8070","F8070","diagnosis","UC",0.0677415696330607
"F58205","F58205","diagnosis","UC",0.0677769785749279
"F5670","F5670","diagnosis","UC",0.0678096287792798
"F62580","F62580","diagnosis","UC",0.0678096287792798
"F55197","F55197","diagnosis","UC",0.0678096287792798
"F23326","F23326","diagnosis","UC",0.0678595636385756
"F28041","F28041","diagnosis","UC",0.0678595636385756
"F7825","F7825","diagnosis","UC",0.0678595636385756
"F64668","F64668","diagnosis","UC",0.0678721029802525
"F25225","F25225","diagnosis","UC",0.0678721029802525
"F4950","F4950","diagnosis","UC",0.0678901090977313
"F61318","F61318","diagnosis","UC",0.067918771977044
"F49185","F49185","diagnosis","UC",0.0680035546010929
"F21451","F21451","diagnosis","UC",0.0680116654746144
"F50316","F50316","diagnosis","UC",0.0680116654746144
"F6059","F6059","diagnosis","UC",0.0680116654746144
"F16172","F16172","diagnosis","UC",0.0681116005659061
"F52593","F52593","diagnosis","UC",0.0681628365841064
"F49447","F49447","diagnosis","UC",0.0681679871524583
"F28384","F28384","diagnosis","UC",0.0681736806489448
"F3282","F3282","diagnosis","UC",0.0681736806489448
"F44382","F44382","diagnosis","UC",0.0681836374275211
"F14618","F14618","diagnosis","UC",0.0681836374275211
"F12815","F12815","diagnosis","UC",0.0681836374275211
"F47654","F47654","diagnosis","UC",0.0681838470493066
"F35114","F35114","diagnosis","UC",0.0681971059521943
"F2894","F2894","diagnosis","UC",0.0682435226069297
"F45407","F45407","diagnosis","UC",0.0682564515167732
"F9268","F9268","diagnosis","UC",0.06826170211792
"F776","F776","diagnosis","UC",0.0682944899131349
"F34328","F34328","diagnosis","UC",0.0682944899131349
"F21777","F21777","diagnosis","UC",0.0682944899131349
"F8010","F8010","diagnosis","UC",0.0682944899131349
"F8271","F8271","diagnosis","UC",0.0682959508584121
"F48108","F48108","diagnosis","UC",0.0682953590680645
"F750","F750","diagnosis","UC",0.0682967194142298
"F44872","F44872","diagnosis","UC",0.0683091641758703
"F8911","F8911","diagnosis","UC",0.0683091641758703
"F62846","F62846","diagnosis","UC",0.0683091641758703
"F59173","F59173","diagnosis","UC",0.0683321646634013
"F23734","F23734","diagnosis","UC",0.0683599339704438
"F26770","F26770","diagnosis","UC",0.0683599339704438
"F16816","F16816","diagnosis","UC",0.0683733029335835
"F50352","F50352","diagnosis","UC",0.0683733029335835
"F33965","F33965","diagnosis","UC",0.0684142874427422
"F36254","F36254","diagnosis","UC",0.0684142874427422
"F23651","F23651","diagnosis","UC",0.0684142874427422
"F520","F520","diagnosis","UC",0.0684142874427422
"F43856","F43856","diagnosis","UC",0.0684142874427422
"F42794","F42794","diagnosis","UC",0.0684359784646476
"F58401","F58401","diagnosis","UC",0.0684359784646476
"F59506","F59506","diagnosis","UC",0.0684359784646476
"F8957","F8957","diagnosis","UC",0.0684359784646476
"F59647","F59647","diagnosis","UC",0.0684359784646476
"F50960","F50960","diagnosis","UC",0.0684359784646476
"F47808","F47808","diagnosis","UC",0.0684455633747574
"F3451","F3451","diagnosis","UC",0.0684455633747574
"F10598","F10598","diagnosis","UC",0.0684455633747574
"F47919","F47919","diagnosis","UC",0.0684480646404802
"F22931","F22931","diagnosis","UC",0.0684596488811408
"F10356","F10356","diagnosis","UC",0.0684596488811408
"F13392","F13392","diagnosis","UC",0.0684596488811408
"F18468","F18468","diagnosis","UC",0.0684596488811408
"F6631","F6631","diagnosis","UC",0.0684700208758737
"F41958","F41958","diagnosis","UC",0.068482769098529
"F7658","F7658","diagnosis","UC",0.06851199011545
"F23994","F23994","diagnosis","UC",0.0685162416164343
"F44219","F44219","diagnosis","UC",0.068540498919009
"F8188","F8188","diagnosis","UC",0.0685513760450409
"F6505","F6505","diagnosis","UC",0.068570156383797
"F42334","F42334","diagnosis","UC",0.0685950792943379
"F48442","F48442","diagnosis","UC",0.0685950792943379
"F11696","F11696","diagnosis","UC",0.0685950792943379
"F50282","F50282","diagnosis","UC",0.0685950792943379
"F9015","F9015","diagnosis","UC",0.0686163523326454
"F10986","F10986","diagnosis","UC",0.0686358860277206
"F45739","F45739","diagnosis","UC",0.0686423588174415
"F22286","F22286","diagnosis","UC",0.0686843131964907
"F47020","F47020","diagnosis","UC",0.0686843131964907
"F31816","F31816","diagnosis","UC",0.0687034244033775
"F11666","F11666","diagnosis","UC",0.0687034244033775
"F50281","F50281","diagnosis","UC",0.0687034244033775
"F10367","F10367","diagnosis","UC",0.06871807965407
"F39607","F39607","diagnosis","UC",0.0687569987635793
"F1945","F1945","diagnosis","UC",0.0687569987635793
"F55252","F55252","diagnosis","UC",0.0687569987635793
"F757","F757","diagnosis","UC",0.0687972191229881
"F18978","F18978","diagnosis","UC",0.0687995092418489
"F30805","F30805","diagnosis","UC",0.0687995092418489
"F50479","F50479","diagnosis","UC",0.0688252030737431
"F20295","F20295","diagnosis","UC",0.0688252030737431
"F52337","F52337","diagnosis","UC",0.0688252030737431
"F7685","F7685","diagnosis","UC",0.0688252030737431
"F30407","F30407","diagnosis","UC",0.0688252030737431
"F55640","F55640","diagnosis","UC",0.0688447655258626
"F31797","F31797","diagnosis","UC",0.0688541429015771
"F25192","F25192","diagnosis","UC",0.0688541429015771
"F58808","F58808","diagnosis","UC",0.0688598857107315
"F40643","F40643","diagnosis","UC",0.0688610192794654
"F50941","F50941","diagnosis","UC",0.0688784566436158
"F11016","F11016","diagnosis","UC",0.0688960721757287
"F15714","F15714","diagnosis","UC",0.0689330284622502
"F2657","F2657","diagnosis","UC",0.0689351244106619
"F4850","F4850","diagnosis","UC",0.0689451648007544
"F39804","F39804","diagnosis","UC",0.0689511146378056
"F42633","F42633","diagnosis","UC",0.0689554843498667
"F27381","F27381","diagnosis","UC",0.0689627690256836
"F29433","F29433","diagnosis","UC",0.0689627690256836
"F29516","F29516","diagnosis","UC",0.0689864692774383
"F22895","F22895","diagnosis","UC",0.0690015125548393
"F1372","F1372","diagnosis","UC",0.0690047179765073
"F11115","F11115","diagnosis","UC",0.0690047179765073
"F50205","F50205","diagnosis","UC",0.0690047179765073
"F57254","F57254","diagnosis","UC",0.0690047179765073
"F11680","F11680","diagnosis","UC",0.0690081585014077
"F50233","F50233","diagnosis","UC",0.069049954543882
"F4772","F4772","diagnosis","UC",0.0690500446011579
"F54062","F54062","diagnosis","UC",0.0690500446011579
"F49097","F49097","diagnosis","UC",0.0690672345036316
"F39593","F39593","diagnosis","UC",0.0690840403842505
"F14531","F14531","diagnosis","UC",0.0691306456023626
"F50617","F50617","diagnosis","UC",0.0691306456023626
"F26173","F26173","diagnosis","UC",0.0691414540845084
"F33211","F33211","diagnosis","UC",0.0691567389365677
"F391","F391","diagnosis","UC",0.0691954210476933
"F39710","F39710","diagnosis","UC",0.0692467198560258
"F56610","F56610","diagnosis","UC",0.0692467198560258
"F26512","F26512","diagnosis","UC",0.0692467198560258
"F25470","F25470","diagnosis","UC",0.0692612051775907
"F29186","F29186","diagnosis","UC",0.0692895470072416
"F11240","F11240","diagnosis","UC",0.0693266198807105
"F6734","F6734","diagnosis","UC",0.0694785846641374
"F29533","F29533","diagnosis","UC",0.0694881642882577
"F42211","F42211","diagnosis","UC",0.0694882623511856
"F18371","F18371","diagnosis","UC",0.0695002897723433
"F2500","F2500","diagnosis","UC",0.0695293492078223
"F22415","F22415","diagnosis","UC",0.0695293492078223
"F31481","F31481","diagnosis","UC",0.0695293492078223
"F47648","F47648","diagnosis","UC",0.0695293492078223
"F47795","F47795","diagnosis","UC",0.0695293492078223
"F11714","F11714","diagnosis","UC",0.0695558759061624
"F10976","F10976","diagnosis","UC",0.0695682284678378
"F57923","F57923","diagnosis","UC",0.069605162896364
"F7408","F7408","diagnosis","UC",0.0696404703508926
"F51313","F51313","diagnosis","UC",0.0696404703508926
"F32185","F32185","diagnosis","UC",0.0696404703508926
"F21222","F21222","diagnosis","UC",0.0696450907439049
"F49091","F49091","diagnosis","UC",0.0696570637544905
"F6176","F6176","diagnosis","UC",0.0696570637544905
"F47305","F47305","diagnosis","UC",0.0696615216448305
"F50753","F50753","diagnosis","UC",0.0697189924361174
"F27602","F27602","diagnosis","UC",0.0697189924361174
"F7690","F7690","diagnosis","UC",0.0697516581058214
"F8613","F8613","diagnosis","UC",0.0697516581058214
"F21379","F21379","diagnosis","UC",0.0697516581058214
"F27694","F27694","diagnosis","UC",0.0697764545660938
"F51898","F51898","diagnosis","UC",0.0698085067946295
"F22165","F22165","diagnosis","UC",0.0698216784104932
"F19314","F19314","diagnosis","UC",0.0698536161096032
"F48521","F48521","diagnosis","UC",0.0698746761522477
"F3591","F3591","diagnosis","UC",0.070014476484055
"F61257","F61257","diagnosis","UC",0.070014476484055
"F32944","F32944","diagnosis","UC",0.0700336683256371
"F36440","F36440","diagnosis","UC",0.0700336683256371
"F31055","F31055","diagnosis","UC",0.0700336683256371
"F12593","F12593","diagnosis","UC",0.0700688172918505
"F40206","F40206","diagnosis","UC",0.0700842010187079
"F5445","F5445","diagnosis","UC",0.0700842010187079
"F49108","F49108","diagnosis","UC",0.0700842010187079
"F49196","F49196","diagnosis","UC",0.0700996477419383
"F47388","F47388","diagnosis","UC",0.070126738598237
"F48382","F48382","diagnosis","UC",0.0701453160391656
"F47119","F47119","diagnosis","UC",0.0701453160391656
"F17384","F17384","diagnosis","UC",0.0701453160391656
"F52154","F52154","diagnosis","UC",0.0701773567859765
"F52982","F52982","diagnosis","UC",0.0702156903076627
"F43977","F43977","diagnosis","UC",0.0702156903076627
"F33657","F33657","diagnosis","UC",0.0702160852214751
"F47971","F47971","diagnosis","UC",0.0702160852214751
"F19034","F19034","diagnosis","UC",0.0702188898831403
"F8770","F8770","diagnosis","UC",0.0702188898831403
"F16842","F16842","diagnosis","UC",0.0702188898831403
"F10312","F10312","diagnosis","UC",0.0702188898831403
"F3992","F3992","diagnosis","UC",0.0702318729991594
"F11146","F11146","diagnosis","UC",0.0702495600531385
"F60900","F60900","diagnosis","UC",0.0702497908777259
"F31824","F31824","diagnosis","UC",0.0702522387215088
"F29686","F29686","diagnosis","UC",0.0702567131258248
"F34323","F34323","diagnosis","UC",0.0702567131258248
"F49522","F49522","diagnosis","UC",0.0702567131258248
"F58361","F58361","diagnosis","UC",0.0702576400965811
"F54873","F54873","diagnosis","UC",0.0702597321662302
"F11679","F11679","diagnosis","UC",0.0702597321662302
"F9333","F9333","diagnosis","UC",0.070262747387146
"F35961","F35961","diagnosis","UC",0.0702638924801315
"F8205","F8205","diagnosis","UC",0.0702955804583323
"F3967","F3967","diagnosis","UC",0.0703208206259622
"F53416","F53416","diagnosis","UC",0.0703208206259622
"F18733","F18733","diagnosis","UC",0.0703638083527021
"F42572","F42572","diagnosis","UC",0.0703638083527021
"F50611","F50611","diagnosis","UC",0.0703674449240184
"F52983","F52983","diagnosis","UC",0.0703674449240184
"F18130","F18130","diagnosis","UC",0.0703674449240184
"F23685","F23685","diagnosis","UC",0.0703782726270603
"F28371","F28371","diagnosis","UC",0.0703844774593153
"F9171","F9171","diagnosis","UC",0.0703861937734514
"F47562","F47562","diagnosis","UC",0.0704022968057523
"F42858","F42858","diagnosis","UC",0.0704022968057523
"F32049","F32049","diagnosis","UC",0.0704042829040582
"F690","F690","diagnosis","UC",0.070419414791266
"F44252","F44252","diagnosis","UC",0.0704639762946523
"F8056","F8056","diagnosis","UC",0.0704752266595922
"F22391","F22391","diagnosis","UC",0.070480689219428
"F53212","F53212","diagnosis","UC",0.0705045911399065
"F7451","F7451","diagnosis","UC",0.070526477706527
"F20218","F20218","diagnosis","UC",0.070526477706527
"F55809","F55809","diagnosis","UC",0.070526477706527
"F3414","F3414","diagnosis","UC",0.0705308757158717
"F36931","F36931","diagnosis","UC",0.0705335131870936
"F27990","F27990","diagnosis","UC",0.0705335131870936
"F34613","F34613","diagnosis","UC",0.070595490092921
"F42137","F42137","diagnosis","UC",0.070595490092921
"F46171","F46171","diagnosis","UC",0.0706588096179404
"F41963","F41963","diagnosis","UC",0.0706760410926869
"F25996","F25996","diagnosis","UC",0.0706947552916743
"F10254","F10254","diagnosis","UC",0.0707012129530261
"F53001","F53001","diagnosis","UC",0.0707012129530261
"F2798","F2798","diagnosis","UC",0.0707167667926426
